Gene,Entrez,Fold change
DYM,54808,0.4770726
RPL36AP40,554234,0.477587
SYPL1,6856,0.4787178
HIST1H2BN,8341,0.4789442
EBF2,64641,0.4803598
BLZF1,8548,0.4805362
LOC148709,148709,0.4812524
MRPS18B,28973,0.4817588
LINC00654,149837,0.4828198
WDFY4,57705,0.482979
TEAD2,8463,0.4836543
C12orf42,374470,0.4837352
VWA3B,200403,0.4845611
CYP51A1-AS1,613126,0.4846787
MBNL1,4154,0.4852969
RWDD1,51389,0.4868649
MCMBP,79892,0.4872326
ICE1,23379,0.4874732
KRTAP1-5,83895,0.4883441
CLEC2D,29121,0.4891496
HLA-DRB3,3125,0.4897112
PGRMC2,10424,0.4898174
NADK2,133686,0.4902339
GAPDHS,26330,0.4906289
ADAM23,8745,0.4913523
FGF3,2248,0.4916891
C1orf145,574407,0.4924931
RPP40,10799,0.4927387
C6orf47,57827,0.4928514
MEOX1,4222,0.4933664
CEP350,9857,0.4940478
UTP3,57050,0.4941132
ZNF114,163071,0.4947641
GOT1,2805,0.4953389
VAPA,9218,0.4965942
SRF,6722,0.4979605
JMJD8,339123,0.4991193
PTP4A2,8073,0.499588
UBE2D3,7323,0.4999775
ME1,4199,0.5008027
GUSB,2990,0.5008514
CCP110,9738,0.5017798
RPS21,6227,0.5017972
UBE2J2,118424,0.502695
TMEM125,128218,0.5037558
IFRD1,3475,0.5042592
USO1,8615,0.504886
MASP1,5648,0.5057129
ETS2,2114,0.5058924
TADA1,117143,0.5073495
OXSR1,9943,0.5084851
EIF5,1983,0.5091565
H3F3C,440093,0.5097953
FKBP3,2287,0.5104067
NHLRC4,283948,0.5107329
CCNL1,57018,0.5125742
BEND3,57673,0.5133698
PUM2,23369,0.5135182
ARRB2,409,0.5135367
EEF1D,1936,0.5136815
C1orf35,79169,0.5142898
YME1L1,10730,0.5147959
ALLC,55821,0.5156251
MB21D2,151963,0.516065
UBP1,7342,0.5161273
SLC18A1,6570,0.516754
DNM1L,10059,0.5171809
AMZ2P1,201283,0.5173258
RPL35,11224,0.5182774
ADAM2,2515,0.5192073
C21orf59,56683,0.5192266
CTAGE5,4253,0.5193414
DNAJC8,22826,0.5196363
TAS2R1,50834,0.5206659
FAM86FP,653113,0.5206909
BUD13,84811,0.520706
CDC26,246184,0.5208951
MBL2,4153,0.5209599
DDX18,8886,0.5226195
SLC30A7,148867,0.5233262
TWIST1,7291,0.5238026
TRAPPC2,6399,0.5240785
ARHGAP1,392,0.5262608
FABP12,646486,0.5271769
GABRA4,2557,0.527245
NCSTN,23385,0.5292269
EPB41L1,2036,0.5304322
VN1R1,57191,0.5305472
EXOSC8,11340,0.5307136
PCBP1,5093,0.5310948
FOPNL,123811,0.5324723
EMC7,56851,0.5328635
HMGCR,3156,0.5331259
MUS81,80198,0.5341399
TBL1Y,90665,0.5351551
TPR,7175,0.5351992
NGRN,51335,0.5360442
FAM177A1,283635,0.5365166
FAM111A,63901,0.5368508
POFUT2,23275,0.5377582
RAPGEF5,9771,0.5380786
ALKBH5,54890,0.5397781
EMP2,2013,0.5405185
LAMP2,3920,0.5412087
SLC4A1AP,22950,0.5414882
RPP14,11102,0.5422967
MRPL4,51073,0.5427145
MTIF2,4528,0.5428908
NCKAP1,10787,0.5434817
IDH1,3417,0.5453052
GRIN2A,2903,0.5453822
PALM2,114299,0.5458412
CDK7,1022,0.5458578
ABHD10,55347,0.5469428
TNFAIP8L3,388121,0.5481791
NDUFB10,4716,0.5481986
PINX1,54984,0.5484119
RHOC,389,0.5487497
RPS10,6204,0.5490357
IGSF5,150084,0.5492007
ASNSD1,54529,0.5495389
URM1,81605,0.5497931
VPS54,51542,0.5501431
ECD,11319,0.5512239
AP3S1,1176,0.5520611
FASTKD2,22868,0.5530075
STT3B,201595,0.5532571
BTLA,151888,0.5532835
NTHL1,4913,0.5536783
DYNAP,284254,0.5541632
NPEPPS,9520,0.5554259
EHD1,10938,0.5554504
UBE2J1,51465,0.5555842
TWSG1,57045,0.5556804
SHISA5,51246,0.5558975
CLINT1,9685,0.5560571
PAPOLA,10914,0.5562417
ACTN2,88,0.5562697
RRBP1,6238,0.556699
FASTKD5,60493,0.5570203
JADE2,23338,0.5571716
DAND5,199699,0.5589566
HADH,3033,0.5595047
ZC3HAV1,56829,0.5603484
DDX27,55661,0.5607705
C15orf32,145858,0.5610111
MEX3D,399664,0.5613631
EFNA4,1945,0.5616096
CRYGB,1419,0.5621702
EVPL,2125,0.5622959
TIMM50,92609,0.5623663
SLC9C2,284525,0.5624312
DNAJB6,10049,0.5629641
ANKRD13C,81573,0.5632688
MRPL46,26589,0.5640607
ABCE1,6059,0.5642559
LSG1,55341,0.5647004
GFM2,84340,0.5647151
CIB4,130106,0.5656496
ABHD14A,25864,0.5665869
PIP4K2C,79837,0.5666197
LINC00864,728218,0.5672261
FBXO9,26268,0.5675155
VEZF1,7716,0.5677657
ASXL2,55252,0.5679137
CREG1,8804,0.5679364
ZNF558,148156,0.5679691
CCDC85C,317762,0.568201
DCPS,28960,0.5686535
ZNF362,149076,0.5687305
C9orf85,138241,0.5699222
COPS6,10980,0.5700073
LRRC2-AS1,83598,0.5703695
MEAF6,64769,0.5708698
TBC1D10B,26000,0.571353
RABGAP1L,9910,0.571885
HADHB,3032,0.5725587
IFITM2,10581,0.5730237
SUPT4H1,6827,0.5736341
LEMD3,23592,0.5739852
DCANP1,140947,0.5746171
ALG1,56052,0.5746588
RBMS1,5937,0.5753494
BAHD1,22893,0.5761307
LSM5,23658,0.5769027
CSNK2A1,1457,0.5771885
HNRNPUL1,11100,0.5772072
BAX,581,0.5780514
TMPRSS12,283471,0.5790591
CLPX,10845,0.5791635
LYRM2,57226,0.5796651
NUP54,53371,0.5803989
MYCL,4610,0.5812595
NARS,4677,0.5814905
EIF5B,9669,0.5815414
FOXE1,2304,0.58272
NLRP9,338321,0.5829204
RALA,5898,0.5834378
NET1,10276,0.5837407
EIF2S1,1965,0.5838314
JARID2,3720,0.5839492
CNP,1267,0.5842237
RBPJ,3516,0.5856318
Sep-07,989,0.5856581
LSR,51599,0.5858678
FFAR4,338557,0.5864719
KIAA1143,57456,0.5865751
SEC31A,22872,0.5867952
MRRF,92399,0.5871136
DNAJC3,5611,0.5876058
RNF220,55182,0.5876986
WBSCR28,135886,0.587919
MED13,9969,0.588333
PPP1R15B,84919,0.5889133
PAGR1,79447,0.5891556
TOX,9760,0.58924
CRY1,1407,0.5898102
PLD3,23646,0.5899575
RBMX2,51634,0.5903915
PHKG2,5261,0.590572
PPP3R2,5535,0.5914464
HCST,10870,0.5918707
FAM102B,284611,0.5923909
MRPL53,116540,0.5924334
POLDIP3,84271,0.5930324
UBE2G2,7327,0.5936179
BCL7B,9275,0.5937795
FBXO11,80204,0.5946319
GPR27,2850,0.5953928
MIDN,90007,0.5962519
FTSJ2,29960,0.5969203
COX16,51241,0.5970083
PKNOX1,5316,0.5978992
PIGA,5277,0.5986651
NCOA6,23054,0.5996193
PACS1,55690,0.5996725
ING1,3621,0.6005109
GADD45B,4616,0.6012824
MPC1,51660,0.6014287
ANAPC15,25906,0.6022959
BBC3,27113,0.6029225
RPS27,6232,0.6029526
CDHR1,92211,0.6032499
TEP1,7011,0.6035314
INO80C,125476,0.603638
RRAGA,10670,0.6042049
DNAJC7,7266,0.6046145
EIF4EBP1,1978,0.6046394
ADM,133,0.6049503
PSMA1,5682,0.6052651
SUMO1,7341,0.6053859
UAP1L1,91373,0.6054816
SLC39A13,91252,0.6057221
ARMC1,55156,0.605957
UPK1B,7348,0.6062368
LINC00313,114038,0.6074483
MARVELD3,91862,0.6074967
MCFD2,90411,0.6077698
ANP32D,23519,0.607987
IDH3A,3419,0.6083006
KNDC1,85442,0.6084495
SZRD1,26099,0.6084883
SS18L2,51188,0.6093758
WFDC1,58189,0.6102478
PAX3,5077,0.6102568
DAXX,1616,0.6103485
KDM5B,10765,0.6106316
ELP4,26610,0.6118461
OAZ1,4946,0.6121636
STAU1,6780,0.6122594
PDE1A,5136,0.6125374
RNF6,6049,0.6132875
GOT2,2806,0.6140741
MRPL49,740,0.6143889
ADAMTS6,11174,0.614793
SURF2,6835,0.6153768
EAF1,85403,0.615411
TMEM107,84314,0.6154168
SMIM12,113444,0.6161906
WRNIP1,56897,0.6161979
ZFP30,22835,0.6164546
ATP6V1G1,9550,0.6169049
MYL6,4637,0.6174083
SEPW1,6415,0.6176111
M6PR,4074,0.6176343
P4HTM,54681,0.6177161
TUBA3D,113457,0.6179591
ANKRD32,84250,0.618319
PROX1,5629,0.6190271
AHRR,57491,0.619177
SIGLEC1,6614,0.6193216
SPAG11B,10407,0.6194996
MED8,112950,0.6198697
PP7080,25845,0.6199011
FAF2,23197,0.6201884
SNX6,58533,0.62055
KRTAP4-9,100132386,0.6214482
RRP36,88745,0.6219291
TSPAN3,10099,0.6220318
PGK2,5232,0.6223499
BRCC3,79184,0.622419
PTPRB,5787,0.6229168
CPD,1362,0.6234482
OXR1,55074,0.6237312
NDUFAF5,79133,0.6238122
ESCO1,114799,0.6239006
ADNP,23394,0.6245019
GRID1,2894,0.6264025
UTP15,84135,0.6266716
PWP1,11137,0.6270759
RTCB,51493,0.6274316
RAB11A,8766,0.627569
SPDYE3,441272,0.6276503
ZFAS1,441951,0.6279957
CANX,821,0.6282285
FAM8A1,51439,0.6284125
TBCD,6904,0.628487
NT5C3A,51251,0.6288659
MLLT10,8028,0.628912
ZC3H11A,9877,0.6291299
FKBP14,55033,0.6291801
MIF4GD,57409,0.6295182
LDOC1L,84247,0.6295688
CDR2L,30850,0.6300179
ZDHHC5,25921,0.6302323
CDK2AP2,10263,0.630318
PSMD6,9861,0.6310804
ERP44,23071,0.6317586
PEX1,5189,0.6321327
C1orf216,127703,0.6329623
ZNF678,339500,0.6329798
ACTR6,64431,0.6335889
FAM92B,339145,0.63407
GAPVD1,26130,0.6342148
STK4,6789,0.6349679
TMCO1,54499,0.6353187
FTSJ3,117246,0.6362138
OR10J1,26476,0.637159
TFEC,22797,0.6384083
GABPB1,2553,0.6390571
ASCC3,10973,0.6394669
GATA5,140628,0.6396932
HNRNPA2B1,3181,0.639893
MAPK8,5599,0.6412772
HINT3,135114,0.6413706
TRMT112,51504,0.6419133
PSME2,5721,0.6422185
DOCK11,139818,0.6422487
SF3B2,10992,0.6428104
C18orf25,147339,0.6428499
EIF3H,8667,0.6428587
DNTTIP2,30836,0.6428901
NUDCD2,134492,0.6434004
CHTOP,26097,0.6438675
ASB7,140460,0.6438813
NGDN,25983,0.6452258
METTL9,51108,0.646118
DRG1,4733,0.6463034
HNRNPM,4670,0.6463254
MTPAP,55149,0.6476706
MYH9,4627,0.6482899
PPAN,56342,0.6484615
CNTNAP5,129684,0.6486878
TSPAN14,81619,0.6489091
EIF4A1,1973,0.6489281
SEC23B,10483,0.6489791
RNF19A,25897,0.6490674
NIF3L1,60491,0.6491686
FN3KRP,79672,0.6494574
ITGAV,3685,0.6495464
TRMT5,57570,0.6496106
BTK,695,0.6499579
GMFB,2764,0.650102
BPIFB1,92747,0.6501095
CEBPZOS,100505876,0.6502009
LARP4B,23185,0.6505759
RNF5,6048,0.6510342
HDAC1,3065,0.651254
SMARCA5,8467,0.6513321
HNF4G,3174,0.6513371
CCDC88A,55704,0.6516496
SPANXA1,30014,0.6519058
DCLRE1B,64858,0.651945
H1FX,8971,0.6522264
DDX51,317781,0.6526539
MRPL17,63875,0.6533686
ZNF804A,91752,0.6538365
RBM26,64062,0.6545188
IFT80,57560,0.6548114
INTS6,26512,0.654905
CCDC59,29080,0.6552976
FAM103A1,83640,0.6555934
PRKCSH,5589,0.6556019
BCAP29,55973,0.6556182
GCN1L1,10985,0.6558573
LOC100289361,100289361,0.6561285
SEC11A,23478,0.6563678
GRSF1,2926,0.6565832
NUP35,129401,0.6571814
ASMT,438,0.6574655
IKBKE,9641,0.6582974
OLAH,55301,0.6587595
FAM45A,404636,0.6590588
RPAP3,79657,0.6591577
RAP1B,5908,0.6591951
E2F7,144455,0.6596791
BRD7,29117,0.6599957
JRK,8629,0.6601154
SNRPB2,6629,0.6606752
NCOA5,57727,0.6612266
UBC,7316,0.6625129
PPP2CB,5516,0.663034
SEC63,11231,0.6633648
MCPH1,79648,0.6646868
GLIPR1L1,256710,0.6652053
ALG1L,200810,0.6654535
PPP2CA,5515,0.666133
LSM14B,149986,0.6661944
DUSP7,1849,0.6668006
RNF10,9921,0.6669294
TMEM60,85025,0.6678444
CIRH1A,84916,0.6682313
C7orf55,154791,0.6686689
SLC10A4,201780,0.669384
PTPN12,5782,0.6696482
RPL7L1,285855,0.6697037
PPP4R2,151987,0.6699546
NUCKS1,64710,0.6705351
ORC2,4999,0.6706957
TCIRG1,10312,0.6708563
ATP5I,521,0.6711224
MTPN,136319,0.6725332
SPTLC1,10558,0.6732848
FLJ36848///UGP2,647115,0.6733936
ANKRD36BP2,645784,0.6742461
CRTC2,200186,0.6745649
FAHD2A,51011,0.6750358
VDAC3,7419,0.675744
MRPL32,64983,0.6759502
GADD45G,10912,0.676154
SETP4,642869,0.6763617
C14orf79,122616,0.6765972
CYBA,1535,0.6771381
FKBP9,11328,0.6775183
HARBI1,283254,0.6782333
SLC2A4RG,56731,0.6785311
RPS26,6231,0.6788193
STRBP,55342,0.6805604
ZSWIM2,151112,0.6811827
DMRT3,58524,0.6815084
VPS4A,27183,0.6815612
GSR,2936,0.6820876
PSME4,23198,0.6822505
SRP72,6731,0.6834428
HTRA2,27429,0.6835893
ATAD3A,55210,0.684193
NAE1,8883,0.6849625
PPP2R3A,5523,0.6852803
USP46,64854,0.6853962
RAB6A,5870,0.6856093
NDUFA12,55967,0.6861763
SMNDC1,10285,0.6869035
TRIM33,51592,0.687738
SEC22B,9554,0.6879377
TSNAX,7257,0.6879614
SEC23A,10484,0.6881803
CPNE3,8895,0.6889822
PA2G4,5036,0.6893995
UBXN2B,137886,0.689403
MAN2B1,4125,0.6898358
SRRT,51593,0.6908282
PRPF4,9128,0.6908596
CHSY1,22856,0.691273
RAB21,23011,0.692292
LOC441455,441455,0.6925766
CLTB,1212,0.6928991
PTH,5741,0.6930778
CNOT10,25904,0.6934596
KLHL12,59349,0.6940338
C14orf119,55017,0.6944392
PERP,64065,0.6945782
MFSD5,84975,0.6948746
MRPS10,55173,0.6956292
AGPAT1,10554,0.6965636
RINT1,60561,0.6966007
BCS1L,617,0.697007
CDCA3,83461,0.697176
MTO1,25821,0.6982946
PPP2R2D,55844,0.6985499
DHCR24,1718,0.6985558
QPRT,23475,0.6988096
ZNF101,94039,0.6990905
VPS45,11311,0.699275
PIP5K1P1,206426,0.6998089
RBBP4,5928,0.7000448
GCA,25801,0.700372
FAM86EP,348926,0.7006888
LMNA,4000,0.7006964
ANKRD17,26057,0.7008244
TMEM41B,440026,0.7008642
KDM4A,9682,0.7009893
NFYA,4800,0.7010471
EXOSC7,23016,0.7012741
PITPNA,5306,0.7018055
C6orf62,81688,0.7020748
CERK,64781,0.7025634
FGFR1OP,11116,0.7026585
MOB4,25843,0.703022
NBN,4683,0.7034039
DSG2,1829,0.7034663
TCF3,6929,0.7039738
RPL8,6132,0.7040844
TIMD4,91937,0.7041111
NAA15,80155,0.7054482
SLC25A23,79085,0.7054786
PDCL3,79031,0.7057967
LEPRE1,64175,0.7062624
SLC30A6,55676,0.7063185
ASAP1-IT2,100507117,0.7068862
FAM129B,64855,0.7068947
RNF26,79102,0.7071715
PPCS,79717,0.7072517
RFK,55312,0.7072903
BCKDK,10295,0.707517
B3GAT2,135152,0.7076747
GALNT1,2589,0.7078509
RCE1,9986,0.7081038
ALG6,29929,0.708248
PLXNA2,5362,0.7088005
AP3S2,10239,0.7095354
PSMD10,5716,0.7097703
PSMD5,5711,0.710328
RNASEH2B,79621,0.7104613
NIPSNAP3A,25934,0.7112513
LOC100132831,100132831,0.7120963
G3BP2,9908,0.71251
EIF3I,8668,0.712765
NSF,4905,0.7130012
TUSC2,11334,0.7130687
MAPKAPK2,9261,0.7133066
VPS35,55737,0.7133202
NEDD8,4738,0.7134894
COPE,11316,0.7135089
DIDO1,11083,0.7144026
MRPL27,51264,0.7144494
THOC2,57187,0.7146565
GUF1,60558,0.7146794
TMX2,51075,0.7149525
AK1,203,0.7158692
AGRN,375790,0.7159921
TUBB3,10381,0.7161541
MTMR12,54545,0.7163984
ZFR,51663,0.7167468
SASS6,163786,0.7169457
SLC24A2,25769,0.7170289
GPR84,53831,0.7170501
CST2,1470,0.7172747
TXLNA,200081,0.7174491
KBTBD2,25948,0.7180886
RFXANK,8625,0.7183124
HMGN4,10473,0.718428
GTSF1L,149699,0.7187927
STX5,6811,0.7188126
WDR62,284403,0.7201651
TMEM191A,84222,0.720459
SAMM50,25813,0.7220653
EIF5A,1984,0.722164
TOMM20,9804,0.7221652
NKX3-2,579,0.7228493
VWA1,64856,0.7229579
PRRC2C,23215,0.723062
B2M,567,0.7238601
LINC01312,154089,0.7240003
EDF1,8721,0.724906
CXorf40B,541578,0.7251976
CTAGE4,100128553,0.7252133
FXR1,8087,0.725568
TMEM14C,51522,0.7258026
TCF20,6942,0.726221
DNAH14,127602,0.7265702
ZNF593,51042,0.7270829
UTP18,51096,0.7270966
ABCF3,55324,0.7282282
IL1A,3552,0.7285575
STYX,6815,0.7290104
C1orf52,148423,0.7290496
DFFB,1677,0.7293209
TMSB4X,7114,0.729441
ZNF695,57116,0.7297175
SRA1,10011,0.7298324
MRPL21,219927,0.7299553
WWC3,55841,0.7299914
RIOK2,55781,0.7300216
HBS1L,10767,0.7301931
CSNK2B,1460,0.730366
TGM2,7052,0.7311513
MZT2B,80097,0.7313346
MXRA7,439921,0.7319777
C2orf47,79568,0.7323632
YTHDF2,51441,0.7326079
LEMD2,221496,0.7329956
METTL18,92342,0.7332511
SMS,6611,0.7336567
SAG,6295,0.7345064
PRDX5,25824,0.734852
SESTD1,91404,0.7354892
HSP90AA1,3320,0.7356164
GPC6,10082,0.7359966
PGAM1,5223,0.7361911
GRHL2,79977,0.7363092
CYP4F3,4051,0.7363105
HMGN2,3151,0.7367919
MAP3K10,4294,0.7374841
ATP6V0D1,9114,0.7374884
PLD5,200150,0.7376322
ARHGAP31,57514,0.7377089
IMPA1,3612,0.7382592
ATP6V0D2,245972,0.7389516
HNRNPC,3183,0.7398195
CD46,4179,0.7401529
LYPLAL1,127018,0.7416989
JMJD6,23210,0.7419727
KIAA0319,9856,0.742572
LAS1L,81887,0.7428253
MRPS35,60488,0.7428353
ICK,22858,0.7432625
CEACAM1,634,0.7433338
EID2,163126,0.744015
MAP4K4,9448,0.7444374
SLC30A9,10463,0.7449517
HUWE1,10075,0.7452457
PAQR3,152559,0.7452924
KCNAB1,7881,0.7456075
NSUN2,54888,0.745638
FLAD1,80308,0.7460004
PES1,23481,0.7460344
TRAIP,10293,0.7462081
CCDC58,131076,0.7462205
CSN1S2AP,286828,0.7464681
ZNF273,10793,0.7466462
CEBPZ,10153,0.7468387
INGX,27160,0.7474877
VCP,7415,0.7475798
OLFM2,93145,0.7476981
NUDT3,11165,0.7485698
SIM2,6493,0.7487252
WFDC5,149708,0.7493208
LACE1,246269,0.7497756
DYNC1H1,1778,0.7501295
KLHL15,80311,0.7509757
CABLES2,81928,0.7509971
PRKCE,5581,0.7510282
PRKD3,23683,0.7511752
LSM8,51691,0.7512813
ZNF664,144348,0.751478
STARD3NL,83930,0.7515884
TMEM19,55266,0.7516778
SART1,9092,0.7521572
CASP2,835,0.7526978
BCL3,602,0.7527526
ZNF7,7553,0.7533169
ZNRF2,223082,0.753401
CCNC,892,0.7535592
HLA-G,3135,0.7538563
H3F3B,3021,0.7539123
POLE4,56655,0.7539273
PTK6,5753,0.7541815
HDAC11,79885,0.754243
ABI1,10006,0.7548457
RER1,11079,0.755172
LOC101929595,101929595,0.7554966
PBDC1,51260,0.7557141
CDC42,998,0.7557792
ELK4,2005,0.7562715
FAM19A4,151647,0.7563708
ARL5A,26225,0.7564853
LCORL,254251,0.7566005
MRPL16,54948,0.7569804
CBWD5,220869,0.757025
HRAS,3265,0.7575829
LINC00052,145978,0.7578831
USP12,219333,0.7580382
KDELR1,10945,0.7582547
JMJD4,65094,0.7582659
AEN,64782,0.7584176
C3orf38,285237,0.7584761
TRIP12,9320,0.7586657
FAM207A,85395,0.7588635
CDK19,23097,0.7594453
BCOR,54880,0.7596655
SLC25A39,51629,0.7597974
MVB12B,89853,0.7598113
SPATS2L,26010,0.7604315
CBX1,10951,0.7609606
RAB18,22931,0.7613683
TSG101,7251,0.7614671
DKFZP564C152,26120,0.7624614
CEP192,55125,0.7646849
CUTA,51596,0.7654503
HNRNPKP3,399881,0.765901
TWISTNB,221830,0.7660577
REPS1,85021,0.7661711
EIF1AX,1964,0.7665382
MYO3B,140469,0.7665512
TGFBR1,7046,0.7667057
VIPAS39,63894,0.7671754
PARG,8505,0.767414
NTAN1,123803,0.7681843
WRB,7485,0.7689213
ABHD1,84696,0.7691837
USP6NL,9712,0.7695596
ANKIB1,54467,0.7697819
RNF149,284996,0.7699042
PARS2,25973,0.7699115
FAU,2197,0.7708159
NRAS,4893,0.7708568
ANKRD11,29123,0.771001
UBE2Q1,55585,0.771337
PPP4R1,9989,0.7720457
KLHDC10,23008,0.7725617
PHTF2,57157,0.7725852
SUPV3L1,6832,0.77315
MPDU1,9526,0.7738538
GLS,2744,0.7739089
PPARA,5465,0.773978
ATF4,468,0.7746359
HIST2H3D,653604,0.7750695
CCDC77,84318,0.7752317
CCDC47,57003,0.7752803
RAB9A,9367,0.7756941
JTB,10899,0.7757326
DHX15,1665,0.7757757
CD81,975,0.7758905
IRF9,10379,0.7760742
ATXN10,25814,0.7765073
CNNM1,26507,0.7765803
CTBS,1486,0.7766098
KLF5,688,0.776651
SERP1,27230,0.7770157
PGM2L1,283209,0.7773299
HSP90B1,7184,0.7774789
TANGO2,128989,0.778167
RABGGTB,5876,0.7783622
ZNF131,7690,0.7784086
SCYL2,55681,0.7787887
NDUFB4,4710,0.779044
HIST1H3F,8968,0.7794886
RCN1,5954,0.7796389
MFSD3,113655,0.7799631
SOGA1,140710,0.7801983
C17orf53,78995,0.7803248
GLG1,2734,0.7804153
EIF3B,8662,0.7805199
DCBLD2,131566,0.7805379
ALAS1,211,0.7805823
AKT1,207,0.7811732
SRGAP2C,653464,0.7811822
ZFP91,80829,0.7812397
HTATSF1,27336,0.7814873
C7orf50,84310,0.7822493
NOL11,25926,0.7824025
GPR115,221393,0.7830877
OCA2,4948,0.7831537
SIN3B,23309,0.783794
THUMPD3,25917,0.7840181
POLR3K,51728,0.7842784
USP32,84669,0.7860757
MFF,56947,0.7864091
TWF1,5756,0.7866941
PAGE2,203569,0.7869455
EIF2B1,1967,0.7876066
TAF11,6882,0.7885133
SYCP1,6847,0.7885706
MORF4L2,9643,0.7888371
THSD7A,221981,0.7897868
DNAJC19,131118,0.7899255
GNPNAT1,64841,0.790479
NR2C2AP,126382,0.790743
MRPS6,64968,0.7908916
TRAPPC10,7109,0.7914875
ACTB,60,0.7915146
ANAPC1,64682,0.7916716
RAB13,5872,0.7917528
TAF1B,9014,0.7922552
BARX1,56033,0.7923205
SMURF2,64750,0.7924253
FCHSD2,9873,0.7925323
NUP107,57122,0.7935026
TLR8,51311,0.7942597
CENPV,201161,0.7942966
SNRNP40,9410,0.7942968
ANXA2,302,0.794302
PMS1,5378,0.7948152
FLT3,2322,0.7951543
MMADHC,27249,0.7952019
PDAP1,11333,0.7954788
FARSB,10056,0.7957445
SLC35B4,84912,0.7968696
NHP2L1,4809,0.796887
TIMMDC1,51300,0.7974793
FTSJ1,24140,0.7975765
CHORDC1,26973,0.7981325
TMEM41A,90407,0.7990605
ZIC1,7545,0.7994832
ABHD11,83451,0.799846
ACP1,52,0.8000128
CYB5B,80777,0.800787
HYPK,25764,0.8019256
ZBED4,9889,0.8026777
KCNB2,9312,0.8026909
FAM19A5,25817,0.8034857
CWF19L1,55280,0.8042952
SPRTN,83932,0.8043806
XRCC5,7520,0.8045128
TIMM9,26520,0.8045955
FAM58A,92002,0.8046153
LIMS1,3987,0.8046198
ENO1,2023,0.8048988
CTNNA3,29119,0.8053783
GFPT1,2673,0.8054593
COIL,8161,0.8058575
GPR89B,51463,0.8060178
USHBP1,83878,0.8060719
UBA6,55236,0.8066379
C1orf122,127687,0.8071033
MRPL39,54148,0.8072645
LOC100506406,100506406,0.807364
PTGES3,10728,0.8073712
LOC100294145,100294145,0.8078507
FMNL2,114793,0.8080447
NPRL3,8131,0.8083972
WBSCR22,114049,0.8095899
STXBP5L,9515,0.8110642
TMBIM1,64114,0.8110782
CUL1,8454,0.8111625
ISCA1,81689,0.8112692
ACTN4,81,0.8114673
FHAD1,114827,0.8117609
DUSP23,54935,0.8131503
CD6,923,0.8132011
BDKRB1,623,0.8136964
ZNF473,25888,0.8137455
NOP2,4839,0.8139075
ZBP1,81030,0.8141952
CISD3,284106,0.8148333
SAP30BP,29115,0.8151051
ASNS,440,0.8157563
MOB3B,79817,0.8159536
REPIN1,29803,0.816011
LIMD2,80774,0.8162421
SLC12A7,10723,0.8166908
WDR89,112840,0.8170289
EIF4G2,1982,0.817091
RTFDC1,51507,0.8171065
NUP133,55746,0.8171838
SLC31A1,1317,0.8173856
FKBP1A,2280,0.8181892
BRD7P3,23629,0.8187986
SLC41A1,254428,0.8189075
ARHGDIA,396,0.8191802
KCTD13,253980,0.819859
ASAP1-IT1,29065,0.8205656
RGCC,28984,0.8206195
PPARG,5468,0.8207871
CAMKMT,79823,0.8210188
KIF19,124602,0.821213
NOSIP,51070,0.8216689
TEX15,56154,0.8221038
TRMT61A,115708,0.8222111
ECM2,1842,0.8225759
ERGIC2,51290,0.8227844
KRTAP17-1,83902,0.8228049
PIM3,415116,0.8237557
ITPKB,3707,0.8246442
LOC283278,283278,0.8250431
TMEM231,79583,0.8251985
LSS,4047,0.8253487
DTX3L,151636,0.8263281
EDEM1,9695,0.8266642
SNAPC4,6621,0.8266938
TM9SF2,9375,0.8270144
GPX1,2876,0.8272583
TRIM35,23087,0.8276285
PTPN1,5770,0.8283031
SRPK2,6733,0.8286812
HAUS2,55142,0.8288944
DKKL1,27120,0.8289216
CCDC88C,440193,0.8291715
PIEZO1,9780,0.83022
MSRB1,51734,0.8308425
POT1-AS1,401398,0.8308629
MBTPS2,51360,0.8309824
ENTPD6,955,0.8310791
STK10,6793,0.8313085
CCDC127,133957,0.8318609
NONO,4841,0.8320555
CHCHD1,118487,0.8322296
FOXF1,2294,0.8324437
TGDS,23483,0.8326184
TCHH,7062,0.8326491
ETV7,51513,0.8327989
CYP7B1,9420,0.8329625
PSMB8,5696,0.8329715
AIFM1,9131,0.8330613
CDS1,1040,0.83347
PLP2,5355,0.8338083
MLX,6945,0.8339456
POLR1B,84172,0.8342646
ZNRF1,84937,0.8344241
TAPBP,6892,0.834651
ATP5E,514,0.8351805
WDR92,116143,0.8353796
KIAA1614-AS1,103344928,0.8355904
CDC37,11140,0.8359912
MYEOV2,150678,0.8360147
ATF5,22809,0.8363942
SORCS3,22986,0.8364385
FTH1,2495,0.8366018
TPD52L2,7165,0.8371272
VMO1,284013,0.8373197
NAMPT,10135,0.8378893
PPP3R1,5534,0.8391448
CXCR2,3579,0.8396063
SRSF3,6428,0.8398117
KCNA5,3741,0.8401503
GTPBP1,9567,0.8401794
TRIM46,80128,0.8402495
IL17RA,23765,0.8403979
ARPC1B,10095,0.84064
DNAJC21,134218,0.840803
ART4,420,0.841175
HSPA14,51182,0.8413397
ZNF664-FAM101A///ZNF664,100533183,0.8413617
PPT1,5538,0.8414412
CAPN15,6650,0.8414959
GOLGA5,9950,0.8416416
RAB10,10890,0.8417108
PTPN11,5781,0.8419057
ANKRD22,118932,0.8423159
ENTHD1,150350,0.8424823
