No.,Gene name,Entrez,Mutated samples,Samples tested,Percentage
1797,TMCC1,23023,1,63,1.587301587
1798,TMCC3,57458,1,63,1.587301587
1799,TMED4,222068,1,63,1.587301587
1800,TMED8,283578,1,63,1.587301587
1801,TMEM126A,84233,1,63,1.587301587
1802,TMEM132A,54972,1,63,1.587301587
1803,TMEM176A,55365,1,63,1.587301587
1804,TMEM180,79847,1,63,1.587301587
1805,TMEM22,80723,1,63,1.587301587
1806,TMEM40,55287,1,63,1.587301587
1807,TMEM47,83604,1,63,1.587301587
1808,TMEM53,79639,1,63,1.587301587
1809,TMEM57,55219,1,63,1.587301587
1810,TMEM67,91147,1,63,1.587301587
1811,TMEM72,643236,1,63,1.587301587
1812,TMEM79,84283,1,63,1.587301587
1813,TMPO,7112,2,63,3.174603175
1814,TMPRSS11B,132724,1,63,1.587301587
1815,TNFSF15,9966,1,63,1.587301587
1816,TNFSF4,7292,1,63,1.587301587
1817,TNIP1,10318,1,63,1.587301587
1818,TNKS1BP1,85456,1,63,1.587301587
1819,TNNT2,7139,1,63,1.587301587
1820,TNR,7143,2,63,3.174603175
1821,TNRC6C,57690,1,63,1.587301587
1822,TNS1,7145,1,63,1.587301587
1823,TNS3,64759,1,63,1.587301587
