No.,Gene name,Entrez,Mutated samples,Samples tested,Percentage
9384,MAP2K4,6416,28,819,3.418803419
9385,MAP2K5,5607,8,717,1.115760112
9386,MAP2K6,5608,9,726,1.239669421
9387,MAP2K7,5609,36,743,4.845222073
9388,MAP3K1,4214,19,717,2.649930265
9389,MAP3K10,4294,23,726,3.168044077
9390,MAP3K11,4296,29,726,3.994490358
9391,MAP3K12,7786,31,717,4.323570432
9392,MAP3K13,9175,15,717,2.092050209
9393,MAP3K15,389840,13,726,1.790633609
9394,MAP3K2,10746,9,717,1.255230126
9395,MAP3K3,4215,20,726,2.754820937
9396,MAP3K4,4216,52,717,7.252440725
9397,MAP3K5,4217,28,726,3.856749311
9398,MAP3K6,9064,33,717,4.60251046
9399,MAP3K7,6885,22,717,3.068340307
9400,MAP3K8,1326,10,726,1.377410468
9401,MAP3K9,4293,33,726,4.545454545
9402,MAP4,4134,25,717,3.486750349
9403,MAP4K1,11184,21,717,2.928870293
9404,MAP4K2,5871,16,717,2.231520223
9405,MAP4K3,8491,20,726,2.754820937
9406,MAP4K4,9448,25,730,3.424657534
9407,MAP4K5,11183,23,726,3.168044077
9408,MAP6,4135,12,726,1.652892562
9409,MAP6D1,79929,1,726,0.137741047
9410,MAP7,9053,17,726,2.341597796
9411,MAP7D1,55700,42,743,5.652759085
9412,MAP7D2,256714,22,743,2.960969044
9413,MAP7D3,79649,27,717,3.765690377
9414,MAP9,79884,20,726,2.754820937
9415,MAPK1,5594,13,726,1.790633609
9416,MAPK10,5602,15,717,2.092050209
9417,MAPK11,5600,9,726,1.239669421
9418,MAPK12,6300,9,726,1.239669421
9419,MAPK13,5603,9,743,1.211305518
9420,MAPK14,1432,6,726,0.826446281
9421,MAPK15,225689,16,726,2.203856749
9422,MAPK1IP1L,93487,4,717,0.557880056
9423,MAPK3,5595,6,717,0.836820084
9424,MAPK4,5596,22,717,3.068340307
9425,MAPK6,5597,9,726,1.239669421
9426,MAPK7,5598,17,726,2.341597796
9427,MAPK8,5599,11,717,1.534170153
9428,MAPK8IP1,9479,17,726,2.341597796
9429,MAPK8IP2,23542,18,743,2.422611036
9430,MAPK8IP3,23162,35,726,4.820936639
9431,MAPK9,5601,7,717,0.976290098
9432,MAPKAP1,79109,12,717,1.673640167
9433,MAPKAPK2,9261,8,717,1.115760112
9434,MAPKAPK3,7867,7,717,0.976290098
9435,MAPKAPK5,8550,7,717,0.976290098
9436,MAPKBP1,23005,28,743,3.768506057
9437,MAPRE1,22919,7,726,0.964187328
9438,MAPRE2,10982,7,726,0.964187328
9439,MAPRE3,22924,21,726,2.892561983
9440,MAPT,4137,19,726,2.61707989
9441,Mar-01,55016,10,717,1.394700139
9442,Mar-02,51257,4,717,0.557880056
9443,Mar-03,115123,8,717,1.115760112
9444,Mar-04,57574,12,717,1.673640167
9445,Mar-05,54708,5,726,0.688705234
9446,Mar-06,10299,13,717,1.813110181
9447,Mar-07,64844,15,717,2.092050209
9448,Mar-08,220972,7,717,0.976290098
9449,Mar-09,92979,2,717,0.278940028
9450,Mar-10,162333,22,726,3.03030303
9451,Mar-11,441061,6,717,0.836820084
9452,MARCKS,4082,15,726,2.066115702
9453,MARCKSL1,65108,3,726,0.41322314
9454,MARCO,8685,16,726,2.203856749
9455,MARK1,4139,29,726,3.994490358
9456,MARK2,2011,28,726,3.856749311
9457,MARK3,4140,17,726,2.341597796
9458,MARK4,57787,26,717,3.626220363
9459,MARS,4141,28,726,3.856749311
9460,MARS2,92935,5,726,0.688705234
9461,MARVELD2,153562,19,726,2.61707989
9462,MARVELD3,91862,10,717,1.394700139
9463,MAS1,4142,7,726,0.964187328
9464,MAS1L,116511,5,726,0.688705234
9465,MASP1,5648,21,726,2.892561983
9466,MASP2,10747,21,726,2.892561983
9467,MAST1,22983,43,726,5.922865014
9468,MAST2,23139,36,717,5.020920502
9469,MAST3,23031,30,717,4.184100418
9470,MAST4,375449,43,717,5.9972106
9471,MASTL,84930,27,726,3.719008264
9472,MAT1A,4143,15,726,2.066115702
9473,MAT2A,4144,5,726,0.688705234
9474,MAT2B,27430,6,726,0.826446281
9475,MATK,4145,23,726,3.168044077
9476,MATN1,4146,9,726,1.239669421
9477,MATN2,4147,13,717,1.813110181
9478,MATN3,4148,6,717,0.836820084
9479,MATN4,8785,26,726,3.581267218
9480,MATR3,9782,16,726,2.203856749
9481,MAU2,23383,16,726,2.203856749
9482,MAVS,57506,10,726,1.377410468
9483,MAX,4149,7,717,0.976290098
9484,MAZ,4150,19,743,2.557200538
9485,MB21D1,115004,16,726,2.203856749
9486,MB21D2,151963,22,717,3.068340307
9487,MBD1,4152,21,726,2.892561983
9488,MBD2,8932,10,726,1.377410468
9489,MBD3,53615,5,726,0.688705234
9490,MBD3L1,85509,4,726,0.550964187
9491,MBD3L3,653657,4,717,0.557880056
9492,MBD4,8930,17,726,2.341597796
9493,MBD5,55777,34,726,4.683195592
9494,MBD6,114785,56,726,7.713498623
9495,MBIP,51562,7,726,0.964187328
9496,MBL2,4153,10,726,1.377410468
9497,MBLAC1,255374,4,743,0.538358008
9498,MBLAC2,153364,2,726,0.275482094
9499,MBNL1,4154,10,717,1.394700139
9500,MBNL2,10150,7,717,0.976290098
9501,MBNL3,55796,7,726,0.964187328
9502,MBOAT1,154141,10,717,1.394700139
9503,MBOAT2,129642,8,726,1.101928375
9504,MBOAT4,619373,2,717,0.278940028
9505,MBOAT7,79143,11,717,1.534170153
9506,MBP,4155,17,726,2.341597796
9507,MBTD1,54799,9,717,1.255230126
9508,MBTPS1,8720,23,726,3.168044077
9509,MBTPS2,51360,8,726,1.101928375
9510,MC1R,4157,13,717,1.813110181
9511,MC2R,4158,10,726,1.377410468
9512,MC3R,4159,20,726,2.754820937
9513,MC4R,4160,9,726,1.239669421
9514,MC5R,4161,18,726,2.479338843
9515,MCAM,4162,16,743,2.153432032
9516,MCART1,92014,7,743,0.942126514
9517,MCART2,147407,8,717,1.115760112
9518,MCART6,401612,9,726,1.239669421
9519,MCAT,27349,4,726,0.550964187
9520,MCC,4163,38,717,5.29986053
9521,MCCC1,56922,13,726,1.790633609
9522,MCCC2,64087,11,726,1.515151515
9523,MCCD1,401250,3,726,0.41322314
9524,MCEE,84693,6,726,0.826446281
9525,MCF2,4168,36,717,5.020920502
9526,MCF2L,23263,25,717,3.486750349
9527,MCF2L2,23101,23,743,3.095558546
9528,MCFD2,90411,3,726,0.41322314
9529,MCHR1,2847,13,726,1.790633609
9530,MCHR2,84539,33,726,4.545454545
9531,MCL1,4170,6,726,0.826446281
9532,MCM10,55388,20,717,2.789400279
9533,MCM2,4171,24,717,3.347280335
9534,MCM3,4172,15,726,2.066115702
9535,MCM3AP,8888,47,743,6.325706595
9536,MCM4,4173,23,726,3.168044077
9537,MCM5,4174,16,726,2.203856749
9538,MCM6,4175,12,726,1.652892562
9539,MCM7,4176,22,717,3.068340307
9540,MCM8,84515,6,717,0.836820084
9541,MCM9,254394,9,717,1.255230126
9542,MCMBP,79892,10,726,1.377410468
9543,MCMDC2,157777,11,717,1.534170153
9544,MCOLN1,57192,18,743,2.422611036
9545,MCOLN2,255231,13,726,1.790633609
9546,MCOLN3,55283,10,726,1.377410468
9547,MCPH1,79648,18,717,2.510460251
9548,MCRS1,10445,11,743,1.480484522
9549,MCTP1,79772,24,726,3.305785124
9550,MCTP2,55784,17,726,2.341597796
9551,MCTS1,28985,5,717,0.69735007
9552,MCU,90550,6,726,0.826446281
9553,MDC1,9656,26,717,3.626220363
9554,MDFI,4188,3,726,0.41322314
9555,MDFIC,29969,13,726,1.790633609
9556,MDGA1,266727,33,726,4.545454545
9557,MDGA2,161357,41,717,5.718270572
9558,MDH1,4190,2,717,0.278940028
9559,MDH1B,130752,13,726,1.790633609
9560,MDH2,4191,9,726,1.239669421
9561,MDK,4192,1,726,0.137741047
9562,MDM1,56890,11,726,1.515151515
9563,MDM2,4193,9,726,1.239669421
9564,MDM4,4194,8,717,1.115760112
9565,MDN1,23195,97,726,13.36088154
9566,MDP1,145553,4,726,0.550964187
9567,MDS2,259283,1,717,0.139470014
9568,ME1,4199,20,726,2.754820937
9569,ME2,4200,14,726,1.928374656
9570,ME3,10873,20,726,2.754820937
9571,MEA1,4201,2,726,0.275482094
9572,MEAF6,64769,8,726,1.101928375
9573,MECOM,2122,39,726,5.371900826
9574,MECP2,4204,21,726,2.892561983
9575,MECR,51102,11,726,1.515151515
9576,MED1,5469,31,726,4.269972452
9577,MED10,84246,3,726,0.41322314
9578,MED11,400569,2,726,0.275482094
9579,MED12,9968,46,745,6.174496644
9580,MED12L,116931,49,743,6.594885599
9581,MED13,9969,29,743,3.903095559
9582,MED13L,23389,27,726,3.719008264
9583,MED14,9282,20,743,2.69179004
9584,MED15,51586,22,717,3.068340307
9585,MED16,10025,15,726,2.066115702
9586,MED17,9440,10,726,1.377410468
9587,MED18,54797,4,717,0.557880056
9588,MED19,219541,4,717,0.557880056
9589,MED20,9477,8,717,1.115760112
9590,MED21,9412,1,726,0.137741047
9591,MED24,9862,19,726,2.61707989
9592,MED25,81857,21,726,2.892561983
9593,MED26,9441,15,717,2.092050209
9594,MED27,9442,9,717,1.255230126
9595,MED28,80306,5,726,0.688705234
9596,MED29,55588,4,717,0.557880056
9597,MED30,90390,4,726,0.550964187
9598,MED31,51003,3,726,0.41322314
9599,MED4,29079,8,726,1.101928375
9600,MED6,10001,5,726,0.688705234
9601,MED7,9443,2,717,0.278940028
9602,MED8,112950,14,717,1.952580195
9603,MED9,55090,2,726,0.275482094
9604,MEF2A,4205,9,717,1.255230126
9605,MEF2B,100271849,4,717,0.557880056
9606,MEF2BNB,729991,1,717,0.139470014
9607,MEF2BNB-MEF2B,4207,2,726,0.275482094
9608,MEF2C,4208,21,743,2.826379542
9609,MEF2D,4209,16,726,2.203856749
9610,MEFV,4210,33,726,4.545454545
9611,MEGF10,84466,27,726,3.719008264
9612,MEGF11,84465,18,717,2.510460251
9613,MEGF6,1953,38,726,5.23415978
9614,MEGF8,1954,55,717,7.670850767
9615,MEGF9,1955,6,717,0.836820084
9616,MEI1,150365,21,717,2.928870293
9617,MEIG1,644890,3,717,0.418410042
9618,MEIR5,119392,5,726,0.688705234
9619,MEIS1,4211,22,726,3.03030303
9620,MEIS2,4212,11,726,1.515151515
9621,MEIS3,56917,10,726,1.377410468
9622,MELK,9833,21,726,2.892561983
9623,MEMO1,51072,11,726,1.515151515
9624,MEN1,4221,21,727,2.888583219
9625,MEOX1,4222,11,726,1.515151515
9626,MEOX2,4223,10,726,1.377410468
9627,MEP1A,4224,18,726,2.479338843
9628,MEP1B,4225,11,726,1.515151515
9629,MEPCE,56257,23,726,3.168044077
9630,MEPE,56955,15,726,2.066115702
9631,MERTK,10461,20,726,2.754820937
9632,MESDC1,59274,9,726,1.239669421
9633,MESDC2,23184,21,726,2.892561983
9634,MESP1,55897,2,726,0.275482094
9635,MESP2,145873,7,717,0.976290098
9636,MEST,4232,8,726,1.101928375
9637,MET,4233,27,920,2.934782609
9638,METAP1,23173,7,717,0.976290098
9639,METAP1D,254042,8,726,1.101928375
9640,METAP2,10988,5,726,0.688705234
9641,METRN,79006,3,726,0.41322314
9642,METRNL,284207,9,726,1.239669421
9643,METTL1,4234,7,717,0.976290098
9644,METTL10,399818,3,717,0.418410042
9645,METTL11A,28989,6,726,0.826446281
9646,METTL11B,149281,8,717,1.115760112
9647,METTL12,751071,6,717,0.836820084
9648,METTL13,51603,15,726,2.066115702
9649,METTL14,57721,7,726,0.964187328
9650,METTL15,196074,9,726,1.239669421
9651,METTL16,79066,12,717,1.673640167
9652,METTL17,64745,5,726,0.688705234
9653,METTL18,92342,7,726,0.964187328
9654,METTL19,152992,7,717,0.976290098
9655,METTL20,254013,6,726,0.826446281
9656,METTL21A,151194,4,717,0.557880056
9657,METTL21B,25895,7,717,0.976290098
9658,METTL21C,196541,11,726,1.515151515
9659,METTL21D,79609,3,726,0.41322314
9660,METTL22,79091,9,726,1.239669421
9661,METTL23,124512,1,717,0.139470014
9662,METTL2A,339175,2,717,0.278940028
9663,METTL2B,55798,5,717,0.69735007
9664,METTL3,56339,8,726,1.101928375
9665,METTL4,64863,6,726,0.826446281
9666,METTL5,29081,7,726,0.964187328
9667,METTL6,131965,13,726,1.790633609
9668,METTL7A,25840,6,726,0.826446281
9669,METTL7B,196410,2,717,0.278940028
9670,METTL8,79828,9,717,1.255230126
9671,METTL9,51108,5,726,0.688705234
9672,MEX3A,92312,18,717,2.510460251
9673,MEX3B,84206,30,726,4.132231405
9674,MEX3C,51320,7,717,0.976290098
9675,MEX3D,399664,12,717,1.673640167
9676,MFAP2,4237,3,726,0.41322314
9677,MFAP3,4238,8,726,1.101928375
9678,MFAP3L,9848,13,726,1.790633609
9679,MFAP4,4239,8,717,1.115760112
9680,MFAP5,8076,10,743,1.34589502
9681,MFF,56947,9,743,1.211305518
9682,MFGE8,4240,18,726,2.479338843
9683,MFHAS1,9258,17,726,2.341597796
9684,MFI2,4241,27,726,3.719008264
9685,MFN1,55669,19,743,2.557200538
9686,MFN2,9927,20,726,2.754820937
9687,MFNG,4242,10,726,1.377410468
9688,MFRP,83552,25,726,3.443526171
9689,MFSD1,64747,10,717,1.394700139
9690,MFSD10,10227,8,717,1.115760112
9691,MFSD11,79157,12,726,1.652892562
9692,MFSD12,126321,10,717,1.394700139
9693,MFSD2A,84879,16,726,2.203856749
9694,MFSD2B,388931,16,717,2.231520223
9695,MFSD3,113655,4,717,0.557880056
9696,MFSD4,148808,8,726,1.101928375
9697,MFSD5,84975,12,726,1.652892562
9698,MFSD6,54842,11,726,1.515151515
9699,MFSD6L,162387,15,726,2.066115702
9700,MFSD7,84179,22,726,3.03030303
9701,MFSD8,256471,10,726,1.377410468
9702,MFSD9,84804,13,743,1.749663526
9703,MGA,23269,49,717,6.834030683
9704,MGAM,8972,46,717,6.415620642
9705,MGAT1,4245,21,726,2.892561983
9706,MGAT2,4247,7,726,0.964187328
9707,MGAT3,4248,30,726,4.132231405
9708,MGAT4A,11320,13,726,1.790633609
9709,MGAT4B,11282,13,726,1.790633609
9710,MGAT4C,25834,25,726,3.443526171
9711,MGAT5,4249,22,726,3.03030303
9712,MGAT5B,146664,20,726,2.754820937
9713,MGC33414,257101,10,717,1.394700139
9714,MGC33530,222008,11,717,1.534170153
9715,MGC42105,167359,18,726,2.479338843
9716,MGEA5,10724,10,726,1.377410468
9717,MGLL,11343,7,726,0.964187328
9718,MGMT,4255,9,717,1.255230126
9719,MGP,4256,5,726,0.688705234
9720,MGRN1,23295,13,717,1.813110181
9721,MGST1,4257,2,726,0.275482094
9722,MGST2,4258,3,726,0.41322314
9723,MGST3,4259,8,726,1.101928375
9724,MIA,8190,8,726,1.101928375
9725,MIA2,117153,20,743,2.69179004
9726,MIA3,375056,30,717,4.184100418
9727,MIB1,57534,11,726,1.515151515
9728,MIB2,142678,28,726,3.856749311
9729,MICA,100507436,1,717,0.139470014
9730,MICAL1,64780,20,743,2.69179004
9731,MICAL2,9645,16,726,2.203856749
9732,MICAL3,57553,14,717,1.952580195
9733,MICALCL,84953,17,726,2.341597796
9734,MICALL1,85377,12,743,1.615074024
9735,MICALL2,79778,30,726,4.132231405
9736,MICB,4277,4,726,0.550964187
9737,MID1,4281,12,726,1.652892562
9738,MID1IP1,58526,5,726,0.688705234
9739,MID2,11043,11,717,1.534170153
9740,MIDN,90007,17,726,2.341597796
9741,MIER1,57708,9,717,1.255230126
9742,MIER2,54531,13,726,1.790633609
9743,MIER3,166968,11,726,1.515151515
9744,MIF,4282,2,726,0.275482094
9745,MIF4GD,57409,7,726,0.964187328
9746,MIIP,60672,8,726,1.101928375
9747,MINA,84864,8,726,1.101928375
9748,MINK1,50488,20,717,2.789400279
9749,MINPP1,9562,11,726,1.515151515
9750,MIOS,54468,12,726,1.652892562
9751,MIOX,55586,7,726,0.964187328
9752,MIP,4284,12,726,1.652892562
9753,MIPEP,4285,8,726,1.101928375
9754,MIPOL1,145282,12,726,1.652892562
9755,mir-223,407008,1,717,0.139470014
9756,mir-424,494336,4,717,0.557880056
9757,MIR497HG,100506755,2,717,0.278940028
9758,MIR7-3HG,284424,1,717,0.139470014
9759,MIS12,79003,3,726,0.41322314
9760,MIS18A,54069,5,726,0.688705234
9761,MIS18BP1,55320,30,726,4.132231405
9762,MITD1,129531,7,743,0.942126514
9763,MITF,4286,23,717,3.207810321
9764,MIXL1,83881,3,726,0.41322314
9765,MKI67,4288,80,726,11.01928375
9766,MKI67IP,84365,11,726,1.515151515
9767,MKKS,8195,12,726,1.652892562
9768,MKL1,57591,25,726,3.443526171
9769,MKL2,57496,17,726,2.341597796
9770,MKLN1,4289,17,743,2.288021534
9771,MKNK2,2872,11,717,1.534170153
9772,MKRN1,23608,10,726,1.377410468
9773,MKRN2,23609,6,726,0.826446281
9774,MKRN3,7681,30,743,4.037685061
9775,MKS1,54903,15,726,2.066115702
9776,MKX,283078,20,726,2.754820937
9777,MLANA,2315,5,726,0.688705234
9778,MLC1,23209,16,726,2.203856749
9779,MLEC,9761,11,726,1.515151515
9780,MLF1,4291,7,717,0.976290098
9781,MLF1IP,79682,9,726,1.239669421
9782,MLF2,8079,9,743,1.211305518
9783,MLH1,4292,36,789,4.562737643
9784,MLH3,27030,27,726,3.719008264
9785,MLIP,90523,14,726,1.928374656
9786,MLKL,197259,11,726,1.515151515
9787,MLL2,8085,98,717,13.66806137
9788,MLL3,58508,90,717,12.55230126
9789,MLL4,9757,68,743,9.152086137
9790,MLL5,55904,36,726,4.958677686
9791,MLLT1,4298,19,726,2.61707989
9792,MLLT10,8028,20,717,2.789400279
9793,MLLT11,10962,2,717,0.278940028
9794,MLLT3,4300,13,726,1.790633609
9795,MLLT4,4301,37,717,5.160390516
9796,MLNR,2862,21,726,2.892561983
9797,MLPH,79083,10,726,1.377410468
9798,MLST8,64223,11,717,1.534170153
9799,MLX,6945,13,726,1.790633609
9800,MLXIP,22877,20,726,2.754820937
9801,MLXIPL,51085,11,726,1.515151515
9802,MLYCD,23417,8,726,1.101928375
9803,MMAA,166785,3,726,0.41322314
9804,MMAB,326625,5,726,0.688705234
9805,MMACHC,25974,6,726,0.826446281
9806,MMADHC,27249,7,726,0.964187328
9807,MMD,23531,4,726,0.550964187
9808,MMD2,221938,11,717,1.534170153
9809,MME,4311,24,726,3.305785124
9810,MMEL1,79258,23,726,3.168044077
9811,MMGT1,93380,7,717,0.976290098
9812,MMP1,4312,6,726,0.826446281
9813,MMP10,4319,9,743,1.211305518
9814,MMP11,4320,17,743,2.288021534
9815,MMP13,4322,15,726,2.066115702
9816,MMP14,4323,17,726,2.341597796
9817,MMP15,4324,24,743,3.230148048
9818,MMP16,4325,27,726,3.719008264
9819,MMP17,4326,25,717,3.486750349
9820,MMP19,4327,13,726,1.790633609
9821,MMP2,4313,29,743,3.903095559
9822,MMP20,9313,15,726,2.066115702
9823,MMP21,118856,15,726,2.066115702
9824,MMP24,10893,14,717,1.952580195
9825,MMP25,64386,19,726,2.61707989
9826,MMP26,56547,11,726,1.515151515
9827,MMP27,64066,6,726,0.826446281
9828,MMP3,4314,13,726,1.790633609
9829,MMP7,4316,7,726,0.964187328
9830,MMP8,4317,8,726,1.101928375
9831,MMP9,4318,36,726,4.958677686
9832,MMRN1,22915,36,726,4.958677686
9833,MMRN2,79812,24,743,3.230148048
9834,MMS19,64210,12,717,1.673640167
9835,MMS22L,253714,25,726,3.443526171
9836,MN1,4330,44,743,5.921938089
9837,MNAT1,4331,9,726,1.239669421
9838,MND1,84057,3,726,0.41322314
9839,MNDA,4332,19,726,2.61707989
9840,MNS1,55329,11,726,1.515151515
9841,MNT,4335,16,726,2.203856749
9842,MNX1,3110,13,726,1.790633609
9843,MOAP1,64112,7,726,0.964187328
9844,MOB2,81532,4,717,0.557880056
9845,MOBKL1A,92597,6,726,0.826446281
9846,MOBKL2A,126308,11,726,1.515151515
9847,MOBKL2B,79817,6,726,0.826446281
9848,MOBKL2C,148932,8,726,1.101928375
9849,MOBKL3,25843,4,717,0.557880056
9850,MOBP,4336,2,726,0.275482094
9851,MOCOS,55034,16,726,2.203856749
9852,MOCS1,4337,19,717,2.649930265
9853,MOCS2,4338,9,726,1.239669421
9854,MOCS3,27304,7,726,0.964187328
9855,MOG,4340,10,717,1.394700139
9856,MOGAT1,116255,5,717,0.69735007
9857,MOGAT2,80168,10,726,1.377410468
9858,MOGAT3,346606,11,717,1.534170153
9859,MOGS,7841,18,726,2.479338843
9860,MOK,5891,1,717,0.139470014
9861,MON1A,84315,13,726,1.790633609
9862,MON1B,22879,25,726,3.443526171
9863,MON2,23041,34,726,4.683195592
9864,MORC1,27136,24,726,3.305785124
9865,MORC2,22880,15,726,2.066115702
9866,MORC3,23515,20,726,2.754820937
9867,MORC4,79710,12,717,1.673640167
9868,MORF4L1,10933,10,726,1.377410468
9869,MORF4L2,9643,3,726,0.41322314
9870,MORN1,79906,16,726,2.203856749
9871,MORN2,729967,2,717,0.278940028
9872,MORN3,283385,6,726,0.826446281
9873,MORN4,118812,6,717,0.836820084
9874,MORN5,254956,6,726,0.826446281
9875,MOS,4342,23,726,3.168044077
9876,MOSC1,64757,7,726,0.964187328
9877,MOSC2,54996,7,726,0.964187328
9878,MOSPD1,56180,4,743,0.538358008
9879,MOSPD2,158747,13,726,1.790633609
9880,MOSPD3,64598,6,726,0.826446281
9881,MOV10,4343,22,726,3.03030303
9882,MOV10L1,54456,34,726,4.683195592
9883,MOXD1,26002,17,726,2.341597796
9884,MPDU1,9526,5,726,0.688705234
9885,MPDZ,8777,45,726,6.198347107
9886,MPEG1,219972,13,717,1.813110181
9887,MPG,4350,7,726,0.964187328
9888,MPHOSPH10,10199,20,726,2.754820937
9889,MPHOSPH6,10200,6,726,0.826446281
9890,MPHOSPH8,54737,17,717,2.370990237
9891,MPHOSPH9,10198,23,726,3.168044077
9892,MPI,4351,9,726,1.239669421
9893,MPL,4352,9,726,1.239669421
9894,MPND,84954,9,726,1.239669421
9895,MPO,4353,30,743,4.037685061
9896,MPP1,4354,10,726,1.377410468
9897,MPP2,4355,15,726,2.066115702
9898,MPP3,4356,19,726,2.61707989
9899,MPP4,58538,21,717,2.928870293
9900,MPP5,64398,15,726,2.066115702
9901,MPP6,51678,22,726,3.03030303
9902,MPP7,143098,8,726,1.101928375
9903,MPPE1,65258,7,726,0.964187328
9904,MPPED1,758,15,717,2.092050209
9905,MPPED2,744,14,726,1.928374656
9906,MPRIP,23164,30,726,4.132231405
9907,MPST,4357,4,726,0.550964187
9908,MPV17,4358,1,717,0.139470014
9909,MPV17L,255027,5,717,0.69735007
9910,MPV17L2,84769,5,717,0.69735007
9911,MPZ,4359,10,726,1.377410468
9912,MPZL1,9019,6,726,0.826446281
9913,MPZL2,10205,6,717,0.836820084
9914,MPZL3,196264,2,717,0.278940028
9915,MR1,3140,7,726,0.964187328
9916,MRAP,56246,4,717,0.557880056
9917,MRAP2,112609,8,726,1.101928375
9918,MRAS,22808,2,726,0.275482094
9919,MRC2,9902,38,726,5.23415978
9920,MRE11A,4361,11,717,1.534170153
9921,MREG,55686,5,726,0.688705234
9922,MRFAP1,93621,4,717,0.557880056
9923,MRFAP1L1,114932,3,726,0.41322314
9924,MRGPRD,116512,7,726,0.964187328
9925,MRGPRE,116534,7,743,0.942126514
9926,MRGPRF,116535,7,726,0.964187328
9927,MRGPRG,386746,4,717,0.557880056
9928,MRGPRX1,259249,24,726,3.305785124
9929,MRGPRX2,117194,8,726,1.101928375
9930,MRGPRX3,117195,14,726,1.928374656
9931,MRGPRX4,117196,10,726,1.377410468
9932,MRI1,84245,7,717,0.976290098
9933,MRO,83876,8,717,1.115760112
9934,MRP63,78988,1,726,0.137741047
9935,MRPL1,65008,8,726,1.101928375
9936,MRPL10,124995,4,726,0.550964187
9937,MRPL11,65003,4,717,0.557880056
9938,MRPL12,6182,8,726,1.101928375
9939,MRPL13,28998,4,726,0.550964187
9940,MRPL14,64928,2,726,0.275482094
9941,MRPL15,29088,7,726,0.964187328
9942,MRPL16,54948,6,726,0.826446281
9943,MRPL17,63875,5,726,0.688705234
9944,MRPL18,29074,6,726,0.826446281
9945,MRPL19,9801,6,726,0.826446281
9946,MRPL2,51069,8,726,1.101928375
9947,MRPL20,55052,5,726,0.688705234
9948,MRPL21,219927,3,726,0.41322314
9949,MRPL22,29093,3,726,0.41322314
9950,MRPL23,6150,3,743,0.403768506
9951,MRPL24,79590,6,726,0.826446281
9952,MRPL27,51264,3,726,0.41322314
9953,MRPL28,10573,8,726,1.101928375
9954,MRPL3,11222,12,726,1.652892562
9955,MRPL30,51263,6,726,0.826446281
9956,MRPL32,64983,6,726,0.826446281
9957,MRPL33,9553,2,726,0.275482094
9958,MRPL34,64981,3,726,0.41322314
9959,MRPL35,51318,2,726,0.275482094
9960,MRPL37,51253,8,726,1.101928375
9961,MRPL38,64978,11,717,1.534170153
9962,MRPL39,54148,7,717,0.976290098
9963,MRPL4,51073,9,726,1.239669421
9964,MRPL40,64976,5,726,0.688705234
9965,MRPL41,64975,1,726,0.137741047
9966,MRPL42,28977,4,717,0.557880056
9967,MRPL43,84545,1,726,0.137741047
9968,MRPL44,65080,11,726,1.515151515
9969,MRPL46,26589,7,726,0.964187328
9970,MRPL47,57129,7,726,0.964187328
9971,MRPL48,51642,8,717,1.115760112
9972,MRPL49,740,3,726,0.41322314
9973,MRPL50,54534,4,726,0.550964187
9974,MRPL52,122704,2,726,0.275482094
9975,MRPL53,116540,2,726,0.275482094
9976,MRPL54,116541,5,726,0.688705234
9977,MRPL55,128308,3,717,0.418410042
9978,MRPL9,65005,7,726,0.964187328
9979,MRPS10,55173,6,726,0.826446281
9980,MRPS11,64963,6,726,0.826446281
9981,MRPS12,6183,10,726,1.377410468
9982,MRPS14,63931,5,726,0.688705234
9983,MRPS15,64960,5,726,0.688705234
9984,MRPS16,51021,4,726,0.550964187
9985,MRPS17,51373,4,726,0.550964187
9986,MRPS18A,55168,8,726,1.101928375
9987,MRPS18B,28973,2,726,0.275482094
9988,MRPS18C,51023,1,726,0.137741047
9989,MRPS2,51116,7,726,0.964187328
9990,MRPS21,54460,2,726,0.275482094
9991,MRPS22,56945,10,726,1.377410468
9992,MRPS23,51649,3,726,0.41322314
9993,MRPS24,64951,2,726,0.275482094
9994,MRPS25,64432,5,726,0.688705234
9995,MRPS26,64949,3,726,0.41322314
9996,MRPS27,23107,8,726,1.101928375
9997,MRPS28,28957,3,726,0.41322314
9998,MRPS30,10884,11,726,1.515151515
9999,MRPS31,10240,8,726,1.101928375
10000,MRPS33,51650,1,726,0.137741047
10001,MRPS34,65993,5,726,0.688705234
10002,MRPS35,60488,6,726,0.826446281
10003,MRPS36,92259,2,726,0.275482094
10004,MRPS5,64969,13,726,1.790633609
10005,MRPS6,64968,3,726,0.41322314
10006,MRPS7,51081,6,726,0.826446281
10007,MRPS9,64965,8,726,1.101928375
10008,MRRF,92399,4,726,0.550964187
10009,MRS2,57380,8,717,1.115760112
10010,MRTO4,51154,2,726,0.275482094
10011,MRVI1,10335,21,717,2.928870293
10012,MS4A1,931,11,726,1.515151515
10013,MS4A10,341116,8,726,1.101928375
10014,MS4A12,54860,9,726,1.239669421
10015,MS4A13,503497,3,726,0.41322314
10016,MS4A14,84689,9,726,1.239669421
10017,MS4A15,219995,4,717,0.557880056
10018,MS4A2,2206,6,726,0.826446281
10019,MS4A3,932,3,726,0.41322314
10020,MS4A4A,51338,4,717,0.557880056
10021,MS4A4E,643680,1,717,0.139470014
10022,MS4A5,64232,7,743,0.942126514
10023,MS4A6A,64231,7,717,0.976290098
10024,MS4A6E,245802,1,726,0.137741047
10025,MS4A7,58475,7,726,0.964187328
10026,MS4A8B,83661,10,726,1.377410468
